Company_Name,Dependent-Company Status,year of founding,Age of company in years,Internet Activity Score,Short Description of company profile,Industry of company,Focus functions of company,Investors,Employee Count,Employees count MoM change,Has the team size grown,Est. Founding Date,Last Funding Date,Last Funding Amount,Country of company,Continent of company,Number of Investors in Seed,Number of Investors in Angel and or VC,Number of Co-founders,Number of of advisors,Team size Senior leadership,Team size all employees,Presence of a top angel or venture fund in previous round of investment,Number of of repeat investors,Number of  Sales Support material,Worked in top companies,Average size of companies worked for in the past,Have been part of startups in the past?,Have been part of successful startups in the past?,Was he or she partner in Big 5 consulting?,Consulting experience?,Product or service company?,Catering to product/service across verticals,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Subscription based business,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,"Capital intensive business e.g. e-commerce, Engineering products and operations can also cause a business to be capital intensive",Number of  of Partners of company,Crowdsourcing based business,Crowdfunding based business,Machine Learning based business,Predictive Analytics business,Speech analytics business,Prescriptive analytics business,Big Data Business,Cross-Channel Analytics/ marketing channels,Owns data or not? (monetization of data) e.g. Factual,Is the company an aggregator/market place? e.g. Bluekai,Online or offline venture - physical location based business or online venture?,B2C or B2B venture?,Top forums like 'Tech crunch' or 'Venture beat' talking about the company/model - How much is it being talked about?,Average Years of experience for founder and co founder,Exposure across the globe,Breadth of experience across verticals,Highest education,Years of education,Specialization of highest education,Relevance of education to venture,Relevance of experience to venture,Degree from a Tier 1 or Tier 2 university?,Renowned in professional circle,Experience in selling and building products,Experience in Fortune 100 organizations,Experience in Fortune 500 organizations,Experience in Fortune 1000 organizations,Top management similarity,Number of Recognitions for Founders and Co-founders,Number of  of Research publications,Skills score,Team Composition score,Dificulty of Obtaining Work force,Pricing Strategy,Hyper localisation,Time to market service or product,Employee benefits and salary structures,Long term relationship with other founders,Proprietary or patent position (competitive position),Barriers of entry for the competitors,Company awards,Controversial history of founder or co founder,Legal risk and intellectual property,Client Reputation,google page rank of company website,Technical proficiencies to analyse and interpret unstructured data,Solutions offered,Invested through global incubation competitions?,Industry trend in investing,Disruptiveness of technology,Number of Direct competitors,Employees per year of company existence,Last round of funding received (in milionUSD),"Survival through recession, based on existence of the company through recession times",Time to 1st investment (in months),"Avg time to investment - average across all rounds, measured from previous investment",Gartner hype cycle stage,Time to maturity of technology (in years),Percent_skill_Entrepreneurship,Percent_skill_Operations,Percent_skill_Engineering,Percent_skill_Marketing,Percent_skill_Leadership,Percent_skill_Data Science,Percent_skill_Business Strategy,Percent_skill_Product Management,Percent_skill_Sales,Percent_skill_Domain,Percent_skill_Law,Percent_skill_Consulting,Percent_skill_Finance,Percent_skill_Investment,Renown score
Company329,Success,2009,5,-75,Customer Experience Software,Analytics,analytics,Accel_Partners,23,-4,yes,1/1/2009,11/1/2011,11000000,United States,North America,0,0,1,1,7,50,Yes,1,low,No,Small,No,No,No,Yes,Product,No,Public,No,Both,Yes,Both,,,,None,No,No,No,Yes,No,Yes,Yes,No,No,No,Online,B2B,Medium,High,Yes,Low,Masters,21,mba,No,No,Both,500,High,1,1,1,Medium,216,None,14,High,Medium,No,No,Medium,,No,No,Yes,No,No,Yes,Low,20635527,No,Yes,No,2,Low,0,12.5,11,Not Applicable,8,12.61666667,Trough,2 to 5,2.777777778,0,8.333333333,8.333333333,2.777777778,11.11111111,8.333333333,2.777777778,2.777777778,2.777777778,0,0,0,0,1
Company330,Success,2009,5,162,Converting Visitors into Customers,Analytics Marketing,"SALES,MARKETING",Charles_River_Ventures,0,-100,yes,10/17/2009,1/15/2010,3000000,United States,North America,0,0,1,0,1,50,Yes,0,low,No,Small,No,No,No,No,Product,No,Public,No,Structured,Yes,none,GLOBAL,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,No,Online,B2C,Low,High,Yes,Low,Masters,21,mba,Yes,Yes,Tier_1,500,High,0,0,0,None,150,None,23,High,Medium,No,No,Low,,No,No,Yes,No,No,No,Low,257365,No,Yes,No,1,Medium,8,12.5,3,Not Applicable,4,4,,,0,0,82.35294118,5.882352941,0,5.882352941,5.882352941,0,0,0,0,0,0,0,3
Company331,Success,2008,6,106,Consumer Location Analytics,Analytics,MARKETING,Gabriell_Weinberg David_Cancel Joshua_Schachter Roy_Rodenstein Project_11_Ventures,16,7,No,7/1/2008,7/7/2012,100000,United States,North America,1,4,3,1,3,50,Yes,0,low,No,Small,Yes,Yes,No,No,Service,No,Public,No,Structured,Yes,none,LOCAL,Linear,No,None,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Medium,High,No,Low,PhD,25,phd,Yes,Yes,Tier_1,500,High,0,0,0,None,96,None,24,Low,Medium,No,No,Low,,No,No,Yes,No,No,No,Low,1877770,No,Yes,No,1,Medium,0,12.5,0.1,Yes,23,2.626666667,Trigger,5 to 10,2.941176471,0,29.41176471,0,2.941176471,5.882352941,5.882352941,0,0,0,0,0,0,2.941176471,3
Company332,Success,2007,7,66,Big Data Capture and Analytics,Analytics,NETWORK OPTIMIZATION,Meakem_Becker_Venture_Capital,6,0,No,4/1/2007,4/27/2012,5000000,United States,North America,0,0,2,0,4,50,,1,low,No,Medium,Yes,Yes,No,Yes,Service,Yes,Both,No,Both,Yes,none,GLOBAL,Linear,No,None,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Low,Bachelors,18,NG,Yes,Yes,Tier_2,367,Low,1,1,0,None,2,None,34,High,Medium,No,Yes,Low,,No,No,Yes,Yes,No,Yes,,2871443,No,Yes,No,2,Medium,4,8.3,5,Yes,24,18.7,Trigger,5 to 10,5.555555556,0,38.88888889,0,5.555555556,11.11111111,16.66666667,5.555555556,5.555555556,11.11111111,0,0,0,0,5
Company333,Failed,2010,4,-1,Backup.Deliver.Trend cloud data,Analytics Enterprise_Software,PRIVACY,,0,-100,No,1/1/2010,5/31/2011,30000,United States,North America,1,0,1,0,1,10,,1,low,No,Small,Yes,Yes,No,Yes,Service,Yes,Public,No,Both,Yes,Both,GLOBAL,Linear,No,None,No,No,No,No,Yes,No,No,No,No,No,Online,B2B,Low,High,Yes,Low,,,,,Yes,,500,Low,1,1,0,None,1,Few,25,High,Low,No,Yes,Low,,No,No,Yes,No,No,Yes,,5631525,Yes,No,No,2,Medium,1,2.5,0.03,Not Applicable,14,14,Trigger,2 to 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Company334,Success,2012,2,-6,Predictive Analytics,Advertising Entertainment Media Analytics,TARGETING OPTIMIZE,MassChallenge,1,,No,4/1/2012,10/23/2012,50000,United States,North America,1,0,1,0,3,10,,1,medium,Yes,Large,Yes,Yes,No,Yes,Service,Yes,Public,No,Both,Yes,none,GLOBAL,Linear,No,None,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Low,Bachelors,18,MENG,Yes,Yes,Both,500,Low,1,1,1,Medium,0,None,22,Low,Medium,No,Yes,Low,,No,No,Yes,No,No,Yes,,,No,No,No,1,Low,0,10,0.05,Not Applicable,14,14,Plateau,0 to 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Company335,Success,2010,4,667,Mailbox web service API s,Analytics Email Software_Development,MAIL REPORTS,Y_Combinator Elad_Gil SV_Angel Yuri_Milner Paul_Buchheit Geoff_Ralston Webb_Investment_Network,,,No,2/7/2010,5/13/2011,1100000,United States,North America,6,0,2,0,6,,Yes,1,low,No,Medium,Yes,Yes,No,Yes,Product,No,Public,No,Structured,Yes,none,GLOBAL,Non-Linear,No,None,No,No,Yes,No,No,No,No,No,No,No,Online,B2B,Medium,High,No,Low,Bachelors,18,finance,No,No,Tier_2,500,None,0,0,0,None,0,None,5,High,Medium,Yes,No,Low,,No,No,No,No,No,No,,16024,No,Yes,Yes,1,Medium,0,,1.1,Not Applicable,1,8.283333333,,,0,0,75,0,0,0,0,25,0,0,0,0,0,0,0
Company336,Success,2010,4,-497,Check your tracks. Metrics aggregator.,Analytics,big data analytics,Silicon_Valley_Bank,1,0,No,3/8/2010,7/12/2013,2000000,Germany,Europe,1,0,3,0,3,,,1,medium,No,Small,No,No,No,No,Product,Yes,Public,No,Unstructured,Yes,none,GLOBAL,Non-Linear,No,None,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Low,High,Yes,Low,Bachelors,18,mba,Yes,Yes,Both,500,Medium,0,0,0,None,2,None,16,Low,Medium,Yes,No,Medium,,No,No,Yes,No,No,Yes,,1978409,Yes,No,No,3,Medium,12,,2,Not Applicable,38,38,Trigger,2 to 5,8.333333333,4.166666667,52.08333333,4.166666667,4.166666667,0,6.25,4.166666667,6.25,10.41666667,0,0,0,0,2
Company337,Success,2006,8,-6,Analytics for SaaS systems,Analytics,entertainment,Sunstone_Capital,0,,No,6/1/2006,1/1/2008,2200000,Denmark,Europe,2,0,1,0,2,10,,1,low,No,Medium,Yes,Yes,No,Yes,Service,Yes,no,No,no,No,Platform,GLOBAL,Non-Linear,No,None,No,No,No,No,No,No,Yes,No,No,Yes,Online,B2C,Medium,High,Yes,Low,Masters,21,msc,Yes,Yes,Both,500,Medium,0,0,0,None,0,None,15,Medium,Medium,Yes,No,Medium,,No,No,No,No,No,No,,17887654,Yes,No,No,4,Medium,10,1.4,2.2,Yes,1,18.61111111,Trigger,5 to 10,12.5,6.25,18.75,6.25,6.25,0,18.75,6.25,6.25,12.5,0,0,0,6.25,1
Company338,Failed,2006,8,-18,Metrics for Software Teams,Software_Development Analytics,METRICS,Ambient_Sound_Investments Serenda_Estonia,1,,No,1/1/2006,4/24/2008,200000,Estonia,Europe,2,0,2,0,2,10,No,0,low,No,Small,Yes,Yes,No,No,Product,Yes,Private,No,Structured,Yes,none,GLOBAL,Linear,Yes,None,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Online,B2B,Low,Medium,Yes,Low,Bachelors,18,technology,Yes,Yes,Tier_2,,Low,0,0,0,None,177,Many,12,Medium,Low,No,No,Low,,No,No,No,No,No,No,Low,,Yes,No,No,2,Low,0,1.6,0.2,No,24,24,Trigger,5 to 10,7.692307692,0,23.07692308,0,0,0,11.53846154,3.846153846,0,3.846153846,0,0,0,0,5
Company339,Success,2008,6,-116,360Â° mobile analytics,Analytics Mobile,MARKETING,Veraventure Koppi_Catch,,,No,1/1/2008,6/8/2010,2000000,Finland,Europe,1,0,1,0,2,,No,0,medium,No,Small,Yes,Yes,No,No,Product,Yes,Public,No,Both,Yes,none,LOCAL,Linear,Yes,None,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Online,B2B,Low,Medium,Yes,Medium,Bachelors,18,phd,Yes,Yes,None,500,High,1,0,0,None,312,None,46,Low,Low,No,No,Medium,,No,No,Yes,No,No,No,,4618433,No,Yes,No,3,Medium,0,,2,Yes,30,30,Trigger,5 to 10,11.11111111,0,11.11111111,27.77777778,0,11.11111111,16.66666667,5.555555556,5.555555556,5.555555556,0,0,0,5.555555556,0
Company340,Failed,2010,4,-6,YouTube for pictures,Analytics Social_Networking Network_Hosting_Infrastructure,MARKETING,,0,,No,9/1/2010,,,France,Europe,0,0,1,0,1,10,,1,low,No,Small,Yes,Yes,No,No,Product,No,Public,No,Unstructured,Yes,Both,LOCAL,Linear,Yes,None,No,No,No,No,No,No,No,No,No,No,Online,B2B,None,Medium,No,Medium,Masters,21,technology,Yes,No,None,500,Medium,0,0,0,None,306,None,13,High,Low,No,No,Medium,,No,No,Yes,No,No,No,,,Yes,Yes,,2,Medium,2,0,,Not Applicable,1,1,Slope,2 to 5,10,0,30,10,0,10,20,20,0,0,0,0,0,0,4
Company341,Success,2008,6,75,Social Media Analytics & Engagement,Analytics Marketing,MARKETING,Eden_Ventures Seedcamp,48,,yes,1/1/2008,1/30/2009,400000,United Kingdom,Europe,2,0,4,0,5,50,No,0,Nothing,No,Small,Yes,Yes,No,No,Product,Yes,Public,No,Structured,Yes,Both,GLOBAL,Linear,Yes,None,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Medium,High,Yes,Medium,Bachelors,18,management,Yes,Yes,Both,500,High,0,0,0,None,327,None,27,Medium,Low,No,No,Low,,No,No,Yes,No,No,Yes,,112920,Yes,No,No,4,Medium,8,10,0.4,Yes,7,2.516666667,Plateau,0 to 2,4.595588235,0,6.25,19.66911765,1.5625,5.882352941,2.941176471,1.5625,2.941176471,4.595588235,0,0,0,0,5
Company342,Success,2013,1,64,"transparent, comparison,product, website",E-Commerce Analytics,PRICING,,,,No,4/1/2013,,,United Kingdom,Europe,0,0,0,0,1,1,No,0,Nothing,Yes,Small,No,No,No,No,Product,Yes,Public,No,Structured,Yes,none,GLOBAL,Linear,Yes,None,No,No,No,Yes,No,No,Yes,No,No,No,Online,B2C,Low,Medium,Yes,Low,Bachelors,18,product design,Yes,Yes,Both,500,Low,1,0,0,Medium,3,Many,33,Low,Low,No,No,Low,,No,No,No,No,No,No,Low,11809941,Yes,No,No,1,Medium,0,1,,Not Applicable,1,1,Trough,5 to 10,0,0,5.555555556,61.11111111,5.555555556,0,5.555555556,0,16.66666667,5.555555556,0,0,0,0,7
Company343,Failed,2010,4,-33,Indoor Positioning Service Provider,Analytics Software_Development,ANALYTICS,Jean_Pierre_Payat,1,,No,1/1/2010,2/20/2012,,Sweden,Europe,1,0,2,0,2,50,,0,low,No,Small,Yes,Yes,No,No,Product,No,Public,No,Unstructured,Yes,Both,GLOBAL,Linear,No,None,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2C,Low,High,Yes,Low,Bachelors,18,tech,Yes,Yes,Tier_2,500,Medium,1,0,0,None,252,Many,25,Low,Low,No,No,High,,No,No,Yes,No,Yes,Yes,,5751747,No,Yes,Yes,2,Low,0,16.6,,Not Applicable,25,25,Plateau,0 to 2,31.25,0,6.25,12.5,0,6.25,25,0,0,12.5,0,0,0,6.25,0
Company344,Success,2012,2,96,Big Data Analytics,Analytics Telecommunications,Research,AxVentures-Pymar_Fund Ax_Ventures,10,,No,6/26/2012,7/1/2012,,Argentina,South America,0,1,3,3,4,16,No,0,low,No,Medium,Yes,Yes,No,Yes,Product,Yes,Public,Yes,Both,Yes,Platform,Global,Non-Linear,No,Many,No,No,No,Yes,No,No,Yes,Yes,No,No,Online,B2B,None,Medium,Yes,Medium,,,,Yes,Yes,None,500,Medium,0,0,0,None,0,None,7.5,High,Medium,Yes,No,Low,,No,No,Yes,No,No,No,Low,1603864,Yes,Yes,No,4,High,0,16,,Not Applicable,1,1,,,25,0,37.5,0,0,25,0,12.5,0,0,0,0,0,0,2
Company345,Failed,2012,2,16,Online wine service,E-Commerce Food_&_Beverages Mobile,Sales,,1,,No,1/1/2012,,,United States,North America,0,0,1,0,1,10,,0,Nothing,No,Small,No,No,No,Yes,Product,No,no,No,no,No,Platform,Local,Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,High,No,Low,Bachelors,18,engg,No,No,None,500,Low,0,0,0,None,0,None,25,Low,Low,Yes,Yes,Low,,No,No,No,No,No,No,,3274502,No,Yes,,2,Low,0,10,,Not Applicable,,1,,,11.11111111,11.11111111,5.555555556,5.555555556,0,5.555555556,27.77777778,5.555555556,22.22222222,5.555555556,0,0,0,0,3
Company346,Success,2012,2,398,Acquire and retain valuable customers,,marketing,SV_Angel Founder_Collective High_Line_Venture_Partners Sam_Altman Valhalla_Partners Varsha_Rao Y_Combinator Paul_Buchheit Fritz_Lanman Hank_Vigil,11,0,yes,1/1/2011,1/5/2012,,United States,North America,0,0,2,0,2,11,,0,high,No,Small,Yes,No,No,No,Service,No,Private,Yes,Structured,Yes,Platform,global,Non-Linear,No,None,No,No,No,Yes,No,No,No,No,No,No,Online,B2B,Low,Medium,Yes,Medium,Bachelors,18,CSE,Yes,Yes,Tier_1,500,Low,0,0,0,None,,None,,Low,Medium,No,Yes,Medium,Average,No,Yes,Yes,No,No,No,,88188,Yes,Yes,No,3,Medium,5,1,,Not Applicable,1,,Peak,2 to 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Company347,Success,2012,2,,,,sales,,,,No,,,,,,1,0,2,0,2,13,No,0,high,No,Large,Yes,No,Yes,Yes,Product,No,no,No,not applicable,Yes,none,global,Non-Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,Medium,No,Medium,Masters,21,Business,Yes,Yes,Tier_1,500,Medium,1,0,0,High,6,None,36,Medium,Low,No,Yes,Medium,,Yes,No,Yes,No,No,No,,,No,No,,3,Medium,0,13,,Not Applicable,1,1,Plateau,0 to 2,17.64705882,11.76470588,0,5.882352941,23.52941176,0,11.76470588,0,17.64705882,0,0,11.76470588,0,0,1
Company348,Success,2010,4,481,Practical Recruiting software,Human_Resources_ Career_Job_Search,service,,12,0,No,1/1/2010,,,United States,North America,3,0,3,0,3,15,No,0,high,No,Medium,Yes,No,No,Yes,Product,No,no,No,Unstructured,No,Platform,global,Non-Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2B,None,High,Yes,Medium,Bachelors,18,Mechanical,No,Yes,Tier_1,500,Medium,0,0,0,None,4,None,8,Low,Low,Yes,No,Medium,,No,No,Yes,No,No,No,Low,15411,No,Yes,,2,Low,4,5,,Not Applicable,1,1,Plateau,0 to 2,14.44444444,0,0,0,0,13.33333333,6.666666667,0,14.44444444,0,0,3.333333333,3.333333333,11.11111111,0
Company349,Success,,,,,,mobile app development,,,,yes,,,,,,2,2,1,0,7,53,No,0,high,No,Large,No,No,No,Yes,Product,Yes,no,No,not applicable,Yes,Platform,global,Linear,Yes,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2B,None,High,No,Medium,Bachelors,18,Engg,No,Yes,None,500,Low,0,0,0,None,0,None,25,Medium,Low,No,No,Medium,,No,No,Yes,No,No,No,,,No,Yes,,3,Low,0,0,,,1,1,,,5.882352941,11.76470588,29.41176471,5.882352941,5.882352941,5.882352941,11.76470588,5.882352941,5.882352941,5.882352941,0,5.882352941,0,0,6
Company350,Success,2012,2,132,Social Discovery Platform,E-Commerce Retail,service,,9,0,No,3/23/2012,,,India,Asia,1,0,3,0,3,11,No,0,high,No,Medium,Yes,No,No,No,Product,No,no,No,Unstructured,,Platform,local,Non-Linear,No,None,No,No,No,No,No,No,No,No,No,Yes,Online,B2C,Low,Medium,No,Low,Bachelors,18,Engg,No,Yes,None,500,Low,0,0,0,High,0,None,20,High,Low,No,Yes,Low,,Yes,No,No,No,No,No,,45979,No,Yes,,3,Low,0,11,,Not Applicable,1,1,,,1.851851852,4.074074074,20.74074074,5.925925926,4.074074074,11.11111111,5.925925926,4.074074074,2.222222222,2.222222222,0,4.444444444,0,0,1
Company351,Success,2013,1,451,Leveraging Emotions,Analytics,analytic,,2,0,No,1/1/2013,,,Belgium,Europe,1,0,2,0,2,2,No,0,medium,No,Small,Yes,Yes,No,Yes,Service,No,Both,Yes,Unstructured,Yes,Platform,global,Non-Linear,No,None,No,No,No,Yes,No,No,Yes,No,No,No,Online,B2C,None,High,No,Low,Masters,21,management,No,Yes,Tier_1,500,None,0,0,0,Medium,5,None,25,Low,Medium,No,No,Medium,,Yes,No,No,No,No,No,,504890,No,No,,3,Medium,0,2,,Not Applicable,1,1,,,2.941176471,0,0,35.29411765,0,2.941176471,2.941176471,2.941176471,0,2.941176471,0,0,0,0,5
Company352,Success,2010,4,461,Customer Intelligence VoC CEM,Analytics,software ,,27,8,YES,4/1/2010,,,Switzerland,Europe,1,0,1,0,5,32,No,0,,No,Large,Yes,Yes,No,Yes,Product,Yes,no,No,Structured,No,Platform,global,Linear,Yes,,No,No,No,No,No,,Yes,No,No,No,Offline,B2B,Low,High,Yes,Medium,Masters,21,finance,Yes,Yes,None,500,Medium,0,0,0,None,0,,25,,,,,,,No,,Yes,,,,,351854,,,,,,0,10.6,,Not Applicable,1,1,Plateau,0 to 2,11.76470588,5.882352941,0,0,5.882352941,0,5.882352941,0,11.76470588,5.882352941,0,0,47.05882353,5.882352941,1
Company353,Success,2011,3,278,Social Media Analytics,Analytics,,,5,0,No,3/14/2011,,,Germany,Europe,3,0,2,0,2,5,No,0,high,No,Large,Yes,Yes,No,Yes,Service,No,Both,Yes,Structured,Yes,Platform,global,Non-Linear,No,,No,No,No,No,No,,No,No,No,No,Online,B2B,None,High,No,Low,Bachelors,18,diploma,Yes,Yes,None,500,Medium,0,0,0,None,1,,18,,,,,,,No,,Yes,,,,,45388,,,No,,,0,2.5,,Not Applicable,1,1,Peak,2 to 5,6.25,0,9.375,3.125,3.125,3.125,6.25,3.125,0,12.5,0,0,0,3.125,0
Company354,Success,2011,3,68,Web Controlling Technology,Analytics,mrkting,,,,No,1/1/2011,,,Germany,Europe,1,0,0,1,2,30,No,0,low,No,Small,No,No,No,No,Product,Yes,Both,Yes,Both,Yes,Both,GLObaL,Non-Linear,No,None,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Online,B2B,Low,Medium,Yes,Low,Masters,21,MGMT,Yes,Yes,Tier_2,500,Low,1,0,0,Medium,0,None,17,Low,Low,No,Yes,Low,,No,No,No,Yes,No,No,,237226,No,Yes,No,4,High,1,15,,,,1,Trough,2 to 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Company355,Success,2013,1,-68,mobile app data provider,Mobile Analytics,revenue maximization,,,,No,6/1/2013,,,Germany,Europe,0,0,2,1,4,20,No,0,medium,No,Large,No,No,Yes,Yes,Product,Yes,Both,No,Structured,Yes,Both,GLObaL,Linear,No,None,No,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2B,Medium,High,Yes,Low,Masters,21,mgmt,Yes,Yes,None,500,High,1,1,0,Medium,90,None,18,Low,Medium,No,No,Medium,,No,No,Yes,No,No,No,,596645,Yes,No,No,2,Medium,6,20,,Not Applicable,1,1,Trough,2 to 5,11.76470588,5.882352941,0,5.882352941,5.882352941,11.76470588,17.64705882,0,5.882352941,5.882352941,0,0,29.41176471,0,0
Company356,Success,2012,2,115,Out of the box BI,Analytics Enterprise_Software,technology,,4,,No,7/1/2012,,,Germany,Europe,6,0,2,0,2,50,,0,medium,No,Small,Yes,Yes,No,Yes,Service,Yes,Both,No,Both,Yes,Both,global,Non-Linear,Yes,None,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Online,B2B,None,High,Yes,Medium,Bachelors,18,MGMT,Yes,Yes,Tier_2,228,High,1,1,1,None,0,None,12,High,Low,Yes,No,High,,No,No,Yes,No,No,No,Low,1198637,Yes,Yes,No,4,Low,4,50,,Not Applicable,1,1,Trough,2 to 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Company357,Success,2013,1,41,science. semantic. simple. sisu.,Analytics Advertising,social media analytics,,,,No,5/1/2013,,,Spain,Europe,1,0,1,0,5,10,,1,medium,No,Small,No,No,No,No,Service,No,Private,No,Unstructured,No,none,GLOBAL,Linear,Yes,Few,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Online,B2B,None,High,Yes,Low,Masters,21,MBA,Yes,Yes,None,500,High,0,1,0,Medium,293,Many,18,High,Medium,Yes,No,High,,No,No,Yes,No,No,Yes,Low,7078322,Yes,Yes,No,3,High,2,10,,Not Applicable,1,1,Plateau,0 to 2,15.83333333,8.333333333,4.166666667,33.33333333,7.5,0,15.83333333,0,3.333333333,7.5,0,0,0,4.166666667,2
Company358,Success,2012,2,398,Standard for reputation,Human_Resources_ Enterprise_Software Career_Job_Search Social_Networking Analytics,SOCIAL MEDIA,500_Startups Seedcamp,11,0,No,7/17/2012,,,Spain,Europe,10,0,4,0,3,10,,0,medium,No,Large,No,No,No,Yes,Service,No,Public,Yes,Structured,No,Both,GLOBAL,Non-Linear,No,None,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Online,B2C,Low,Medium,Yes,Low,Masters,21,MGMT,Yes,Yes,None,500,Low,0,0,1,Medium,186,Many,14,Low,Low,Yes,No,Low,,Yes,No,No,No,No,Yes,Low,235406,Yes,No,No,3,Medium,4,10,,Not Applicable,1,1,Trough,2 to 5,28.57142857,7.142857143,7.142857143,7.142857143,14.28571429,7.142857143,7.142857143,7.142857143,0,0,0,0,7.142857143,7.142857143,4
Company359,Success,2010,4,93,Media Relations,Analytics,MARKETING,,5,0,No,11/29/2010,,,France,Europe,3,0,3,0,3,14,No,0,medium,No,Small,Yes,Yes,No,Yes,Product,Yes,Public,No,Structured,Yes,Both,GLOBAL,Linear,No,None,No,No,Yes,No,No,No,No,No,No,No,Online,B2B,None,Medium,Yes,Medium,Bachelors,18,ECO,Yes,No,None,500,Low,0,0,0,High,247,Many,18,Medium,Low,Yes,No,Medium,,Yes,No,Yes,No,No,Yes,,55913,No,No,No,2,Medium,4,4.6,,Not Applicable,1,1,,,4.166666667,0,4.166666667,2.083333333,2.083333333,0,10.41666667,0,2.083333333,4.166666667,0,0,0,4.166666667,1
Company360,Success,2013,1,-20,WiFi Analytics,Advertising Retail Analytics,customer analytics,,,,,3/1/2013,,,United Kingdom,Europe,1,0,3,0,3,10,No,0,low,,,,,,,Service,No,Public,No,Structured,Yes,Both,global,Linear,Yes,Many,No,Yes,No,No,No,No,Yes,No,No,,Online,B2B,Low,High,Yes,,Bachelors,18,TECH,Yes,Yes,Both,186,Medium,1,0,0,None,310,Many,31,Medium,,No,No,Medium,,,,Yes,No,No,Yes,,3427821,Yes,Yes,No,4,High,25,10,,Not Applicable,1,1,Peak,5 to 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Company361,Success,2011,3,1,Real Time Location,Analytics,analytics crowdsourcing,,0,,No,11/1/2011,,,United Kingdom,Europe,1,0,2,0,2,1,,0,medium,No,Small,Yes,Yes,No,No,Product,No,Public,No,Structured,Yes,Both,global,Non-Linear,Yes,None,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Online,B2B,Low,Medium,Yes,Low,Bachelors,18,TCH,Yes,Yes,None,322,High,1,0,0,None,109,Many,49,Medium,Medium,No,No,Low,,No,No,Yes,No,No,Yes,Low,1578645,No,No,No,3,Medium,16,1,,Not Applicable,1,1,Plateau,0 to 2,5.882352941,0,88.23529412,0,0,0,5.882352941,0,0,0,0,0,0,0,0
Company362,Success,2011,3,-14,a Metaphorical Search Engine,Search Analytics,technology,,4,,No,1/1/2011,,,United Kingdom,Europe,3,0,3,0,3,10,,0,medium,No,Medium,Yes,No,No,No,Service,No,Public,No,Structured,No,Both,global,Linear,No,None,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Online,B2C,None,Medium,Yes,Medium,PhD,25,NLP,Yes,Yes,Tier_1,453,Medium,0,0,0,High,7,None,37,Low,High,No,No,Low,,Yes,Yes,No,Yes,No,No,Low,1405476,Yes,No,No,2,Low,0,5,,Not Applicable,1,1,Plateau,0 to 5,0,0,44.44444444,2.777777778,0,38.88888889,2.777777778,5.555555556,0,5.555555556,0,0,0,0,1
Company363,Success,2012,2,146,Order food and drink from your mobile.,Analytics Hospitality Mobile Enterprise_Software,MARKETING,,16,7,yes,11/1/2012,,,United Kingdom,Europe,2,0,2,0,3,10,No,2,low,No,Small,Yes,Yes,No,No,Service,No,Public,No,Both,Yes,Both,LOCAL,Linear,Yes,None,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Online,B2B,None,Medium,Yes,Low,Masters,21,ECO.POLSC,No,No,Both,500,High,1,1,0,None,110,None,27,Low,Low,No,No,Low,,No,No,No,No,Yes,No,,1713317,No,No,No,1,High,12,10,,Not Applicable,1,1,,,19.04761905,0,10.22408964,11.76470588,1.960784314,1.960784314,22.96918768,5.882352941,2.380952381,0,0,0,23.80952381,0,6
